ano,id_municipio,area,desmatado,incremento,floresta,nuvem,nao_observado,nao_floresta,hidrografia
2015,1507458,3181.0,2497.5,0.7,340.2,0.0,0.0,314.1,29.2
2016,1507458,3181.0,2500.4,2.9,337.3,0.0,0.0,314.1,29.2
2017,1507458,3181.0,2502.6,2.2,335.1,0.0,0.0,314.1,29.2
2018,1507458,3181.0,2503.5,1.0,328.9,5.3,0.0,314.1,29.2
2019,1507458,3181.0,2505.0,1.5,332.7,0.0,0.0,314.1,29.2
2000,1507466,197.0,74.3,,0.0,0.0,196.9,1.6,11.3
2001,1507466,197.0,80.2,5.9,0.0,0.0,116.7,1.6,11.3
2002,1507466,197.0,81.9,1.7,0.0,0.0,115.1,1.6,11.3
2003,1507466,197.0,91.0,9.1,0.0,0.0,106.0,1.6,11.3
2004,1507466,197.0,92.8,1.8,0.0,0.0,104.2,1.6,11.3
2005,1507466,197.0,95.3,2.5,0.0,0.0,101.7,1.6,11.3
2006,1507466,197.0,99.1,3.8,0.0,0.0,98.0,1.6,11.3
2007,1507466,197.0,99.5,0.5,0.0,0.0,97.5,1.6,11.3
2008,1507466,197.0,103.4,3.9,80.3,0.0,0.4,1.6,11.3
2009,1507466,197.0,103.7,0.3,46.3,33.7,0.4,1.6,11.3
2010,1507466,197.0,106.1,2.4,54.7,23.3,0.0,1.6,11.3
2011,1507466,197.0,106.8,0.8,53.8,23.5,0.0,1.6,11.3
2012,1507466,197.0,106.9,0.1,27.1,50.1,0.0,1.6,11.3
2013,1507466,197.0,107.6,0.7,69.7,6.8,0.0,1.6,11.3
2014,1507466,197.0,107.7,0.1,20.1,56.2,0.1,1.6,11.3
2015,1507466,197.0,108.3,0.6,42.6,33.2,0.0,1.6,11.3
2016,1507466,197.0,108.7,0.4,68.1,7.3,0.0,1.6,11.3
2017,1507466,197.0,109.6,0.9,74.5,0.0,0.0,1.6,11.3
2018,1507466,197.0,110.2,0.6,73.8,0.0,0.0,1.7,11.3
2019,1507466,197.0,110.7,0.5,73.3,0.0,0.0,1.7,11.3
2000,1507474,703.0,118.8,,204.8,0.0,285.1,12.9,81.4
2001,1507474,703.0,119.8,1.1,203.8,0.0,285.1,12.9,81.4
2002,1507474,703.0,133.9,14.1,189.4,0.3,285.1,12.9,81.4
2003,1507474,703.0,158.4,24.4,165.1,0.1,285.1,12.9,81.4
2004,1507474,703.0,168.3,9.9,153.7,1.6,285.1,12.9,81.4
2005,1507474,703.0,183.2,15.0,131.5,8.9,285.1,12.9,81.4
2006,1507474,703.0,185.7,2.5,8.0,129.9,285.1,12.9,81.4
2007,1507474,703.0,191.2,5.5,100.5,31.5,285.5,12.9,81.4
2008,1507474,703.0,195.9,4.8,279.8,132.0,1.0,12.9,81.4
2009,1507474,703.0,198.1,2.1,245.2,163.9,1.5,12.9,81.4
2010,1507474,703.0,199.4,1.3,268.6,140.5,0.2,12.9,81.4
2011,1507474,703.0,200.6,1.2,243.7,164.2,0.2,12.9,81.4
2012,1507474,703.0,201.6,1.0,278.3,128.8,0.0,12.9,81.4
2013,1507474,703.0,202.7,1.2,236.7,169.1,0.2,12.9,81.4
2014,1507474,703.0,204.6,1.8,205.5,198.3,0.3,12.9,81.4
2015,1507474,703.0,207.8,3.3,327.4,73.5,0.0,12.9,81.4
2016,1507474,703.0,208.9,1.1,312.3,87.3,0.2,12.9,81.4
2017,1507474,703.0,209.7,0.8,347.4,51.6,0.0,12.9,81.4
2018,1507474,703.0,210.6,0.9,0.0,451.6,0.0,12.9,81.4
2019,1507474,703.0,212.7,2.0,336.7,59.3,0.0,12.9,81.4
2000,1507508,1288.0,673.9,,424.4,0.0,0.0,73.7,116.0
2001,1507508,1288.0,711.0,37.1,387.3,0.0,0.0,73.7,116.0
2002,1507508,1288.0,750.9,39.9,347.4,0.0,0.0,73.7,116.0
2003,1507508,1288.0,772.2,21.2,326.1,0.0,0.0,73.7,116.0
2004,1507508,1288.0,801.4,29.2,296.9,0.0,0.0,73.7,116.0
2005,1507508,1288.0,836.0,34.6,262.3,0.0,0.0,73.7,116.0
2006,1507508,1288.0,839.1,3.0,259.2,0.0,0.0,73.7,116.0
2007,1507508,1288.0,851.1,12.0,243.7,3.5,0.0,73.7,116.0
2008,1507508,1288.0,885.9,34.8,212.4,0.0,0.0,73.7,116.0
2009,1507508,1288.0,901.4,15.5,196.9,0.0,0.0,73.7,116.0
2010,1507508,1288.0,906.2,4.8,191.8,0.0,0.3,73.7,116.0
2011,1507508,1288.0,909.3,3.1,186.8,1.9,0.3,73.7,116.0
2012,1507508,1288.0,911.4,2.1,180.1,6.4,0.4,73.7,116.0
2013,1507508,1288.0,914.7,3.3,183.3,0.0,0.3,73.7,116.0
2014,1507508,1288.0,919.2,4.5,172.1,7.0,0.0,73.7,116.0
2015,1507508,1288.0,924.2,5.0,174.1,0.0,0.0,73.7,116.0
2016,1507508,1288.0,931.0,6.8,167.3,0.0,0.0,73.7,116.0
2017,1507508,1288.0,936.0,5.1,162.3,0.0,0.0,73.7,116.0
2018,1507508,1288.0,940.3,4.2,153.7,4.2,0.0,73.7,116.1
2019,1507508,1288.0,945.6,5.3,152.6,0.0,0.0,73.7,116.1
2000,1507607,1117.0,678.9,,0.0,0.0,1117.5,15.2,32.2
2001,1507607,1117.0,733.7,54.8,0.0,0.0,382.5,15.2,32.2
2002,1507607,1117.0,751.2,17.5,0.0,0.0,365.2,15.2,32.2
2003,1507607,1117.0,800.6,49.5,0.0,0.0,316.6,15.2,32.2
2004,1507607,1117.0,834.9,34.2,0.0,0.0,282.9,15.2,32.2
2005,1507607,1117.0,840.5,5.7,0.0,0.0,277.5,15.2,32.2
2006,1507607,1117.0,865.7,25.2,0.0,0.0,251.9,15.2,32.2
2007,1507607,1117.0,872.7,7.0,0.0,0.0,245.0,15.2,32.2
2008,1507607,1117.0,880.9,8.1,185.7,0.0,3.0,15.2,32.2
2009,1507607,1117.0,881.6,0.7,108.9,76.0,3.1,15.2,32.2
2010,1507607,1117.0,881.7,0.1,21.2,166.6,0.1,15.2,32.2
2011,1507607,1117.0,883.0,1.4,141.3,45.2,0.1,15.2,32.2
2012,1507607,1117.0,884.3,1.3,82.2,102.9,0.2,15.2,32.2
2013,1507607,1117.0,885.1,0.8,156.6,27.7,0.2,15.2,32.2
2014,1507607,1117.0,885.3,0.2,79.3,104.4,0.6,15.2,32.2
2015,1507607,1117.0,886.9,1.6,147.8,34.9,0.0,15.2,32.2
2016,1507607,1117.0,888.2,1.3,160.2,21.2,0.0,15.2,32.2
2017,1507607,1117.0,890.1,1.9,179.5,0.0,0.0,15.2,32.2
2018,1507607,1117.0,890.7,0.7,178.9,0.0,0.0,15.2,32.2
2019,1507607,1117.0,890.9,0.2,178.7,0.0,0.0,15.2,32.2
2000,1507706,1636.0,0.9,,1343.8,0.0,0.3,175.1,115.9
2001,1507706,1636.0,120.3,119.3,1224.4,0.0,0.3,175.1,115.9
2002,1507706,1636.0,120.3,0.0,1224.3,0.1,0.3,175.1,115.9
2003,1507706,1636.0,120.3,0.0,1223.7,0.7,0.3,175.1,115.9
2004,1507706,1636.0,120.5,0.2,1198.9,25.3,0.3,175.1,115.9
2005,1507706,1636.0,120.7,0.2,1198.6,25.4,0.3,175.1,115.9
2006,1507706,1636.0,120.7,0.0,713.4,510.6,0.3,175.1,115.9
2007,1507706,1636.0,120.9,0.2,997.6,226.2,0.3,175.1,115.9
2008,1507706,1636.0,120.9,0.0,1145.9,78.2,0.0,175.1,115.9
2009,1507706,1636.0,121.3,0.4,1223.6,0.1,0.0,175.1,115.9
2010,1507706,1636.0,123.5,2.2,1221.3,0.2,0.0,175.1,115.9
2011,1507706,1636.0,123.5,0.0,704.6,516.8,0.1,175.1,115.9
2012,1507706,1636.0,123.5,0.1,1075.8,145.7,0.0,175.1,115.9
2013,1507706,1636.0,123.8,0.2,1174.6,46.6,0.0,175.1,115.9
2014,1507706,1636.0,123.8,0.0,861.2,359.9,0.1,175.1,115.9
2015,1507706,1636.0,123.8,0.0,595.2,626.0,0.0,175.1,115.9
2016,1507706,1636.0,123.9,0.1,1036.1,185.0,0.0,175.1,115.9
2017,1507706,1636.0,124.0,0.1,1103.4,117.6,0.0,175.1,115.9
2018,1507706,1636.0,124.0,0.0,0.0,1649.5,0.0,175.1,115.9
2019,1507706,1636.0,124.1,0.1,1220.9,0.0,0.0,175.1,115.9
2000,1507755,1300.0,1137.2,,162.8,0.0,0.0,0.0,0.0
2001,1507755,1300.0,1139.2,2.1,160.8,0.0,0.0,0.0,0.0
2002,1507755,1300.0,1141.8,2.5,158.2,0.0,0.0,0.0,0.0
2003,1507755,1300.0,1142.2,0.5,157.8,0.0,0.0,0.0,0.0
2004,1507755,1300.0,1144.7,2.5,155.3,0.0,0.0,0.0,0.0
2005,1507755,1300.0,1151.0,6.3,149.0,0.0,0.0,0.0,0.0
2006,1507755,1300.0,1153.2,2.2,146.8,0.0,0.0,0.0,0.0
2007,1507755,1300.0,1157.3,4.1,142.7,0.0,0.0,0.0,0.0
2008,1507755,1300.0,1157.7,0.4,142.3,0.0,0.0,0.0,0.0
2009,1507755,1300.0,1157.7,0.0,142.3,0.0,0.0,0.0,0.0
2010,1507755,1300.0,1157.8,0.1,142.2,0.0,0.0,0.0,0.0
2011,1507755,1300.0,1157.8,0.0,142.2,0.0,0.0,0.0,0.0
2012,1507755,1300.0,1157.8,0.0,142.2,0.0,0.0,0.0,0.0
2013,1507755,1300.0,1157.8,0.0,142.2,0.0,0.0,0.0,0.0
2014,1507755,1300.0,1157.8,0.0,142.2,0.0,0.0,0.0,0.0
2015,1507755,1300.0,1158.7,0.9,141.3,0.0,0.0,0.0,0.0
2016,1507755,1300.0,1159.6,1.0,140.4,0.0,0.0,0.0,0.0
2017,1507755,1300.0,1163.5,3.9,136.5,0.0,0.0,0.0,0.0
2018,1507755,1300.0,1166.1,2.5,121.9,12.0,0.0,0.0,0.0
2019,1507755,1300.0,1170.7,4.6,129.3,0.0,0.0,0.0,0.0
2000,1507805,14389.0,175.6,,13740.9,0.0,0.3,84.9,387.3
2001,1507805,14389.0,254.7,79.2,13661.8,0.0,0.3,84.9,387.3
2002,1507805,14389.0,298.8,44.1,13617.7,0.0,0.3,84.9,387.3
2003,1507805,14389.0,395.5,96.7,13521.0,0.0,0.3,84.9,387.3
2004,1507805,14389.0,479.4,83.8,13432.3,4.8,0.3,84.9,387.3
2005,1507805,14389.0,535.6,56.3,13375.9,5.0,0.3,84.9,387.3
2006,1507805,14389.0,576.8,41.1,13131.2,208.5,0.3,84.9,387.3
2007,1507805,14389.0,636.5,59.8,13154.6,123.3,2.4,84.9,387.3
2008,1507805,14389.0,651.3,14.8,10732.2,2529.4,3.9,84.9,387.3
2009,1507805,14389.0,654.9,3.6,9375.9,3880.7,5.3,84.9,387.3
2010,1507805,14389.0,683.5,28.6,11191.8,2040.3,1.2,84.9,387.3
2011,1507805,14389.0,755.9,72.4,13137.3,22.2,1.4,84.9,387.3
2012,1507805,14389.0,774.9,19.0,12505.5,634.9,1.5,84.9,387.3
2013,1507805,14389.0,789.4,14.5,8491.4,4604.7,31.3,84.9,387.3
2014,1507805,14389.0,814.8,28.2,6671.8,6430.0,0.2,84.9,387.3
2015,1507805,14389.0,873.3,58.5,12811.5,232.0,0.0,84.9,387.3
2016,1507805,14389.0,941.3,68.0,11231.9,1743.6,0.0,84.9,387.3
2017,1507805,14389.0,1040.2,98.9,12876.4,0.2,0.0,84.9,387.3
2018,1507805,14389.0,1092.3,52.1,8026.4,4798.1,0.0,84.9,387.3
2019,1507805,14389.0,1420.5,328.2,12496.3,0.0,0.0,84.9,387.3
2000,1507904,3528.0,19.3,,0.0,0.0,475.9,2502.9,730.9
2001,1507904,3528.0,31.7,12.4,0.0,0.0,475.9,2502.9,730.9
2002,1507904,3528.0,32.1,0.4,0.0,0.0,475.9,2502.9,730.9
2003,1507904,3528.0,32.6,0.5,0.0,0.0,475.9,2502.9,730.9
2004,1507904,3528.0,33.1,0.6,0.0,0.2,475.9,2502.9,730.9
2005,1507904,3528.0,33.1,0.0,0.0,1.6,475.9,2502.9,730.9
2006,1507904,3528.0,33.5,0.4,0.0,59.7,475.9,2502.9,730.9
2007,1507904,3528.0,33.6,0.1,0.0,31.0,474.9,2502.9,730.9
2008,1507904,3528.0,33.6,0.0,184.2,75.5,0.9,2502.9,730.9
2009,1507904,3528.0,33.9,0.2,217.7,41.7,0.9,2502.9,730.9
2010,1507904,3528.0,34.7,0.8,221.2,37.5,0.8,2502.9,730.9
2011,1507904,3528.0,34.7,0.0,207.5,51.2,0.8,2502.9,730.9
2012,1507904,3528.0,34.7,0.0,207.8,50.9,0.8,2502.9,730.9
2013,1507904,3528.0,34.7,0.0,197.1,61.6,0.8,2502.9,730.9
2014,1507904,3528.0,34.7,0.0,195.6,62.9,1.0,2502.9,730.9
2015,1507904,3528.0,34.7,0.0,168.4,91.1,0.0,2502.9,730.9
2016,1507904,3528.0,34.7,0.0,184.6,74.8,0.1,2502.9,730.9
2017,1507904,3528.0,35.2,0.5,259.0,0.0,0.0,2502.9,730.9
2018,1507904,3528.0,35.3,0.1,125.7,133.2,0.0,2502.9,730.9
2019,1507904,3528.0,35.3,0.0,219.6,39.3,0.0,2502.9,730.9
2000,1507953,4451.0,1445.0,,3006.0,0.0,0.0,0.0,0.0
2001,1507953,4451.0,1495.3,50.3,2955.7,0.0,0.0,0.0,0.0
2002,1507953,4451.0,1641.2,145.9,2809.8,0.0,0.0,0.0,0.0
2003,1507953,4451.0,1706.6,65.4,2744.4,0.0,0.0,0.0,0.0
2004,1507953,4451.0,1799.2,92.6,2651.8,0.0,0.0,0.0,0.0
2005,1507953,4451.0,1928.8,129.6,2520.0,2.2,0.0,0.0,0.0
2006,1507953,4451.0,1968.0,39.2,2476.4,6.6,0.0,0.0,0.0
2007,1507953,4451.0,2026.1,58.2,2417.6,4.7,2.6,0.0,0.0
2008,1507953,4451.0,2099.3,73.1,2348.1,1.0,2.6,0.0,0.0
2009,1507953,4451.0,2115.9,16.6,2332.1,0.3,2.7,0.0,0.0
2010,1507953,4451.0,2165.6,49.7,1904.3,380.0,1.1,0.0,0.0
2011,1507953,4451.0,2184.8,19.2,2137.2,127.9,1.1,0.0,0.0
2012,1507953,4451.0,2194.0,9.1,999.0,1256.5,1.5,0.0,0.0
2013,1507953,4451.0,2227.2,33.2,1970.3,252.1,1.4,0.0,0.0
2014,1507953,4451.0,2236.9,9.7,1998.6,215.5,0.0,0.0,0.0
2015,1507953,4451.0,2243.6,6.7,1998.3,209.1,0.0,0.0,0.0
2016,1507953,4451.0,2257.4,13.8,1925.0,268.6,0.0,0.0,0.0
2017,1507953,4451.0,2271.3,13.8,2153.4,26.3,0.0,0.0,0.0
2018,1507953,4451.0,2285.7,14.3,1690.8,474.5,0.0,0.0,0.0
2019,1507953,4451.0,2305.6,20.0,2145.4,0.0,0.0,0.0,0.0
2000,1507961,209.0,126.6,,0.0,0.0,209.6,0.0,0.0
2001,1507961,209.0,151.3,24.7,0.3,0.0,57.4,0.0,0.0
2002,1507961,209.0,153.3,1.9,0.2,0.0,55.5,0.0,0.0
2003,1507961,209.0,163.9,10.7,0.4,0.0,44.7,0.0,0.0
2004,1507961,209.0,165.4,1.4,0.4,0.0,43.2,0.0,0.0
2005,1507961,209.0,165.7,0.3,0.4,0.0,42.9,0.0,0.0
2006,1507961,209.0,168.3,2.6,0.6,0.0,40.1,0.0,0.0
2007,1507961,209.0,168.7,0.5,0.7,0.0,39.6,0.0,0.0
2008,1507961,209.0,170.1,1.4,38.1,0.0,0.8,0.0,0.0
2009,1507961,209.0,170.2,0.1,17.9,20.2,0.7,0.0,0.0
2010,1507961,209.0,170.6,0.4,30.4,7.9,0.1,0.0,0.0
2011,1507961,209.0,170.7,0.2,23.0,15.2,0.1,0.0,0.0
2012,1507961,209.0,171.2,0.4,19.4,18.4,0.0,0.0,0.0
2013,1507961,209.0,171.3,0.1,34.1,3.5,0.1,0.0,0.0
2014,1507961,209.0,171.5,0.2,17.9,19.6,0.0,0.0,0.0
2015,1507961,209.0,171.5,0.0,22.4,15.1,0.0,0.0,0.0
2016,1507961,209.0,171.8,0.3,25.9,11.3,0.0,0.0,0.0
2017,1507961,209.0,172.0,0.1,37.0,0.0,0.0,0.0,0.0
2018,1507961,209.0,172.3,0.3,36.7,0.0,0.0,0.0,0.0
2019,1507961,209.0,172.5,0.2,36.5,0.0,0.0,0.0,0.0
2000,1507979,1900.0,285.5,,836.8,0.0,0.2,388.1,389.4
2001,1507979,1900.0,296.1,10.6,826.2,0.0,0.2,388.1,389.4
2002,1507979,1900.0,305.1,9.0,817.2,0.0,0.2,388.1,389.4
2003,1507979,1900.0,312.5,7.5,809.8,0.0,0.2,388.1,389.4
2004,1507979,1900.0,314.3,1.8,808.0,0.0,0.2,388.1,389.4
2005,1507979,1900.0,320.5,6.2,801.7,0.1,0.2,388.1,389.4
2006,1507979,1900.0,323.0,2.5,720.9,78.4,0.2,388.1,389.4
2007,1507979,1900.0,326.9,3.8,756.2,37.7,1.7,388.1,389.4
2008,1507979,1900.0,332.6,5.8,738.9,49.2,1.8,388.1,389.4
2009,1507979,1900.0,336.7,4.1,763.4,20.3,2.1,388.1,389.4
2010,1507979,1900.0,340.9,4.2,772.2,9.1,0.3,388.1,389.4
2011,1507979,1900.0,342.4,1.4,749.6,30.2,0.3,388.1,389.4
2012,1507979,1900.0,343.1,0.7,577.7,201.5,0.2,388.1,389.4
2013,1507979,1900.0,346.1,3.0,519.3,256.8,0.3,388.1,389.4
2014,1507979,1900.0,349.9,3.8,672.8,99.6,0.2,388.1,389.4
2015,1507979,1900.0,354.6,4.7,747.3,20.6,0.0,388.1,389.4
2016,1507979,1900.0,357.8,3.2,491.5,273.2,0.0,388.1,389.4
2017,1507979,1900.0,360.0,2.2,732.4,30.1,0.0,388.1,389.4
2018,1507979,1900.0,361.6,1.6,600.5,160.4,0.0,388.1,389.4
2019,1507979,1900.0,366.2,4.6,751.0,5.3,0.0,388.1,389.4
2000,1508001,5169.0,2442.2,,2573.6,0.0,152.7,0.1,0.4
2001,1508001,5169.0,2579.5,137.3,2436.3,0.0,152.7,0.1,0.4
2002,1508001,5169.0,2663.3,83.8,2352.5,0.0,152.7,0.1,0.4
2003,1508001,5169.0,2690.9,27.6,2324.9,0.0,152.7,0.1,0.4
2004,1508001,5169.0,2741.4,50.5,2274.4,0.0,152.7,0.1,0.4
2005,1508001,5169.0,2804.6,63.2,2211.1,0.1,152.7,0.1,0.4
2006,1508001,5169.0,2819.3,14.8,2160.5,36.0,152.7,0.1,0.4
2007,1508001,5169.0,2852.0,32.6,2160.2,0.0,156.3,0.1,0.4
2008,1508001,5169.0,2888.1,36.1,2278.4,0.0,2.0,0.1,0.4
2009,1508001,5169.0,2902.0,13.9,2258.5,5.8,2.2,0.1,0.4
2010,1508001,5169.0,2938.8,36.8,2161.5,67.7,0.5,0.1,0.4
2011,1508001,5169.0,2945.2,6.4,2082.8,140.0,0.5,0.1,0.4
2012,1508001,5169.0,2946.1,1.0,445.1,1776.5,0.8,0.1,0.4
2013,1508001,5169.0,2959.6,13.4,1926.6,281.7,0.6,0.1,0.4
2014,1508001,5169.0,2967.2,7.6,1627.1,574.0,0.2,0.1,0.4
2015,1508001,5169.0,2972.2,5.0,2037.4,158.9,0.0,0.1,0.4
2016,1508001,5169.0,2979.4,7.2,1948.6,240.5,0.0,0.1,0.4
2017,1508001,5169.0,2990.9,11.5,2177.4,0.2,0.0,0.1,0.4
2018,1508001,5169.0,3007.8,17.0,1658.3,502.4,0.0,0.1,0.4
2019,1508001,5169.0,3021.3,13.6,2147.2,0.0,0.0,0.1,0.4
2000,1508035,858.0,451.6,,178.3,0.0,18.5,188.8,20.8
2001,1508035,858.0,453.7,2.0,176.2,0.0,18.5,188.8,20.8
2002,1508035,858.0,453.7,0.0,175.4,0.8,18.5,188.8,20.8
2003,1508035,858.0,456.0,2.3,173.9,0.0,18.5,188.8,20.8
2004,1508035,858.0,456.9,0.9,172.2,0.8,18.5,188.8,20.8
2005,1508035,858.0,460.2,3.3,161.5,8.2,18.5,188.8,20.8
2006,1508035,858.0,461.3,1.1,109.0,59.6,18.5,188.8,20.8
2007,1508035,858.0,461.3,0.0,71.0,97.6,18.5,188.8,20.8
2008,1508035,858.0,463.5,2.1,138.7,46.1,0.1,188.8,20.8
2009,1508035,858.0,467.6,4.2,154.5,25.8,0.5,188.8,20.8
2010,1508035,858.0,467.7,0.1,160.0,20.7,0.0,188.8,20.8
2011,1508035,858.0,467.9,0.2,29.5,151.0,0.0,188.8,20.8
2012,1508035,858.0,467.9,0.0,68.4,112.1,0.0,188.8,20.8
2013,1508035,858.0,468.0,0.0,63.1,117.3,0.0,188.8,20.8
2014,1508035,858.0,468.5,0.5,131.0,48.9,0.0,188.8,20.8
2015,1508035,858.0,468.7,0.3,104.1,75.6,0.0,188.8,20.8
2016,1508035,858.0,468.7,0.0,0.0,349.7,0.0,188.8,20.8
2017,1508035,858.0,469.1,0.4,162.4,16.9,0.0,188.8,20.8
2018,1508035,858.0,469.3,0.2,5.1,174.0,0.0,188.8,20.8
2019,1508035,858.0,469.7,0.4,178.7,0.0,0.0,188.8,20.8
2000,1508050,11997.0,576.0,,11317.7,0.0,0.2,1.1,102.0
2001,1508050,11997.0,649.4,73.4,11244.3,0.0,0.2,1.1,102.0
2002,1508050,11997.0,682.8,33.3,11210.9,0.0,0.2,1.1,102.0
2003,1508050,11997.0,737.1,54.3,11156.6,0.0,0.2,1.1,102.0
2004,1508050,11997.0,819.1,82.0,11074.6,0.0,0.2,1.1,102.0
2005,1508050,11997.0,869.1,50.1,10972.2,52.4,0.2,1.1,102.0
2006,1508050,11997.0,907.8,38.7,10599.4,386.5,0.2,1.1,102.0
2007,1508050,11997.0,974.3,66.5,10673.9,245.5,0.2,1.1,102.0
2008,1508050,11997.0,1017.6,43.3,10876.1,0.0,0.2,1.1,102.0
2009,1508050,11997.0,1054.8,37.1,10837.1,1.8,0.2,1.1,102.0
2010,1508050,11997.0,1081.5,26.7,10217.6,594.0,0.8,1.1,102.0
2011,1508050,11997.0,1131.8,50.4,10754.4,7.0,0.7,1.1,102.0
2012,1508050,11997.0,1174.3,42.4,10265.6,453.1,0.9,1.1,102.0
2013,1508050,11997.0,1216.8,42.5,10143.3,532.9,0.9,1.1,102.0
2014,1508050,11997.0,1260.2,43.4,10632.7,0.8,0.2,1.1,102.0
2015,1508050,11997.0,1285.2,25.0,10563.6,45.1,0.0,1.1,102.0
2016,1508050,11997.0,1325.8,40.6,10520.0,48.1,0.0,1.1,102.0
2017,1508050,11997.0,1407.3,81.5,10325.5,161.1,0.0,1.1,102.0
2018,1508050,11997.0,1463.4,56.2,7819.3,2611.2,0.0,1.1,102.0
2019,1508050,11997.0,1575.5,112.1,10318.4,0.0,0.0,1.1,102.0
2000,1508084,2513.0,1976.4,,528.5,0.0,0.5,0.0,7.6
2001,1508084,2513.0,2104.9,128.5,400.0,0.0,0.5,0.0,7.6
2002,1508084,2513.0,2178.5,73.6,326.4,0.0,0.5,0.0,7.6
2003,1508084,2513.0,2206.7,28.3,298.2,0.0,0.5,0.0,7.6
2004,1508084,2513.0,2217.1,10.4,287.8,0.0,0.5,0.0,7.6
2005,1508084,2513.0,2237.0,19.9,267.9,0.0,0.5,0.0,7.6
2006,1508084,2513.0,2246.7,9.7,215.5,42.7,0.5,0.0,7.6
2007,1508084,2513.0,2260.5,13.8,244.5,0.0,0.4,0.0,7.6
2008,1508084,2513.0,2270.5,9.9,234.5,0.0,0.4,0.0,7.6
2009,1508084,2513.0,2273.1,2.6,231.8,0.1,0.4,0.0,7.6
2010,1508084,2513.0,2275.6,2.5,228.8,0.0,1.0,0.0,7.6
2011,1508084,2513.0,2277.3,1.7,226.4,0.7,1.0,0.0,7.6
2012,1508084,2513.0,2278.3,1.1,226.2,0.0,0.9,0.0,7.6
2013,1508084,2513.0,2280.0,1.7,224.4,0.0,1.0,0.0,7.6
2014,1508084,2513.0,2282.7,2.6,215.7,6.5,0.5,0.0,7.6
2015,1508084,2513.0,2286.9,4.2,218.5,0.0,0.0,0.0,7.6
2016,1508084,2513.0,2289.7,2.8,215.7,0.0,0.0,0.0,7.6
2017,1508084,2513.0,2293.8,4.1,211.6,0.0,0.0,0.0,7.6
2018,1508084,2513.0,2295.6,1.9,209.8,0.0,0.0,0.0,7.6
2019,1508084,2513.0,2301.0,5.3,204.4,0.0,0.0,0.0,7.6
2000,1508100,2095.0,563.4,,1048.8,0.0,0.0,4.7,478.1
2001,1508100,2095.0,597.8,34.4,1014.4,0.0,0.0,4.7,478.1
2002,1508100,2095.0,599.2,1.4,1013.0,0.0,0.0,4.7,478.1
2003,1508100,2095.0,618.9,19.6,993.3,0.0,0.0,4.7,478.1
2004,1508100,2095.0,650.0,31.1,962.2,0.0,0.0,4.7,478.1
2005,1508100,2095.0,657.5,7.5,951.3,3.4,0.0,4.7,478.1
2006,1508100,2095.0,674.8,17.3,883.2,54.2,0.0,4.7,478.1
2007,1508100,2095.0,686.7,11.9,556.5,367.9,1.1,4.7,478.1
2008,1508100,2095.0,714.4,27.7,893.8,2.9,1.1,4.7,478.1
2009,1508100,2095.0,716.5,2.1,363.5,530.8,1.4,4.7,478.1
2010,1508100,2095.0,753.9,37.4,857.7,0.0,0.6,4.7,478.1
2011,1508100,2095.0,763.0,9.1,848.6,0.0,0.6,4.7,478.1
2012,1508100,2095.0,771.5,8.5,840.1,0.1,0.5,4.7,478.1
2013,1508100,2095.0,772.3,0.8,278.2,560.9,0.8,4.7,478.1
2014,1508100,2095.0,775.9,3.6,388.2,448.1,0.0,4.7,478.1
2015,1508100,2095.0,799.1,23.2,775.6,37.5,0.0,4.7,478.1
2016,1508100,2095.0,808.3,9.2,600.4,203.5,0.0,4.7,478.1
2017,1508100,2095.0,815.8,7.5,796.4,0.0,0.0,4.7,478.1
2018,1508100,2095.0,832.9,17.2,779.3,0.0,0.0,4.7,478.1
2019,1508100,2095.0,841.1,8.2,771.1,0.0,0.0,4.7,478.1
2000,1508126,5122.0,2399.9,,2721.9,0.0,0.2,0.0,0.0
2001,1508126,5122.0,2476.1,76.2,2645.7,0.0,0.2,0.0,0.0
2002,1508126,5122.0,2746.5,270.4,2375.3,0.0,0.2,0.0,0.0
2003,1508126,5122.0,2766.0,19.5,2355.8,0.0,0.2,0.0,0.0
2004,1508126,5122.0,2991.6,225.6,2130.2,0.0,0.2,0.0,0.0
2005,1508126,5122.0,3097.4,105.8,2017.9,6.5,0.2,0.0,0.0
2006,1508126,5122.0,3184.9,87.5,1747.1,189.8,0.2,0.0,0.0
2007,1508126,5122.0,3214.1,29.2,1568.7,336.4,2.8,0.0,0.0
2008,1508126,5122.0,3351.5,137.4,1759.7,7.9,2.9,0.0,0.0
2009,1508126,5122.0,3395.7,44.2,1537.1,186.1,3.1,0.0,0.0
2010,1508126,5122.0,3415.0,19.3,1689.3,16.3,1.4,0.0,0.0
2011,1508126,5122.0,3438.0,23.0,1652.0,30.6,1.4,0.0,0.0
2012,1508126,5122.0,3469.5,31.5,1606.2,45.3,1.0,0.0,0.0
2013,1508126,5122.0,3480.6,11.1,1115.0,524.6,1.8,0.0,0.0
2014,1508126,5122.0,3483.4,2.9,546.2,1092.2,0.2,0.0,0.0
2015,1508126,5122.0,3505.9,22.5,1322.2,293.9,0.0,0.0,0.0
2016,1508126,5122.0,3524.1,18.2,1551.4,46.5,0.0,0.0,0.0
2017,1508126,5122.0,3539.8,15.6,1582.0,0.2,0.0,0.0,0.0
2018,1508126,5122.0,3546.4,6.6,0.0,1670.6,0.0,0.0,0.0
2019,1508126,5122.0,3564.7,18.3,1557.3,0.0,0.0,0.0,0.0
